"sub","PID","variable","value","type","source","vol","stoch","cond"
4,505,38,52.6883638276703,1,"data","L","H","LVHS"
4,505,39,49.009137691113,0,"data","L","H","LVHS"
4,505,40,63.7260422373422,1,"data","L","H","LVHS"
4,505,41,41.6506854179984,0,"data","L","H","LVHS"
4,505,42,49.009137691113,1,"data","L","H","LVHS"
4,505,43,41.6506854179984,0,"data","L","H","LVHS"
4,505,44,52.6883638276703,1,"data","L","H","LVHS"
4,505,45,49.009137691113,0,"data","L","H","LVHS"
4,505,46,41.6506854179984,1,"data","L","H","LVHS"
4,505,47,49.009137691113,0,"data","L","H","LVHS"
4,505,48,49.009137691113,1,"data","L","H","LVHS"
4,505,49,45.3299115545557,0,"data","L","H","LVHS"
4,505,50,49.009137691113,1,"data","L","H","LVHS"
4,505,51,60.0468161007849,0,"data","L","H","LVHS"
4,505,52,41.6506854179984,1,"data","L","H","LVHS"
4,505,53,41.6506854179984,0,"data","L","H","LVHS"
4,505,54,49.009137691113,1,"data","L","H","LVHS"
4,505,55,45.3299115545557,0,"data","L","H","LVHS"
4,505,56,45.3299115545557,1,"data","L","H","LVHS"
4,505,57,34.2922331448838,0,"data","L","H","LVHS"
4,505,58,37.9714592814411,1,"data","L","H","LVHS"
4,505,59,34.2922331448838,0,"data","L","H","LVHS"
4,505,60,30.6130070083266,1,"data","L","H","LVHS"
4,505,61,37.9714592814411,0,"data","L","H","LVHS"
4,505,62,26.9337808717693,1,"data","L","H","LVHS"
4,505,63,49.009137691113,0,"data","L","H","LVHS"
4,505,64,45.3299115545557,1,"data","L","H","LVHS"
4,505,65,34.2922331448838,0,"data","L","H","LVHS"
4,505,66,56.3675899642276,1,"data","L","H","LVHS"
4,505,67,34.2922331448838,0,"data","L","H","LVHS"
4,505,68,41.6506854179984,1,"data","L","H","LVHS"
4,505,69,45.3299115545557,0,"data","L","H","LVHS"
4,505,70,49.009137691113,1,"data","L","H","LVHS"
4,505,71,41.6506854179984,0,"data","L","H","LVHS"
4,505,72,26.9337808717693,1,"data","L","H","LVHS"
4,505,73,34.2922331448838,0,"data","L","H","LVHS"
4,505,74,45.3299115545557,1,"data","L","H","LVHS"
4,505,75,37.9714592814411,0,"data","L","H","LVHS"
4,505,76,63.7260422373422,1,"data","L","H","LVHS"
4,505,77,49.009137691113,0,"data","L","H","LVHS"
4,505,78,45.3299115545557,1,"data","L","H","LVHS"
4,505,79,52.6883638276703,0,"data","L","H","LVHS"
4,505,80,63.7260422373422,1,"data","L","H","LVHS"
5,506,1,23.7004050482876,0,"data","L","H","LVHS"
5,506,2,27.1661962579096,1,"data","L","H","LVHS"
5,506,3,30.6319874675317,0,"data","L","H","LVHS"
5,506,4,30.6319874675317,1,"data","L","H","LVHS"
5,506,5,16.7688226290435,0,"data","L","H","LVHS"
5,506,6,20.2346138386656,1,"data","L","H","LVHS"
5,506,7,23.7004050482876,0,"data","L","H","LVHS"
5,506,8,23.7004050482876,1,"data","L","H","LVHS"
5,506,9,23.7004050482876,0,"data","L","H","LVHS"
5,506,10,23.7004050482876,1,"data","L","H","LVHS"
5,506,11,23.7004050482876,0,"data","L","H","LVHS"
5,506,12,23.7004050482876,1,"data","L","H","LVHS"
5,506,13,30.6319874675317,0,"data","L","H","LVHS"
5,506,14,37.5635698867757,1,"data","L","H","LVHS"
5,506,15,23.7004050482876,0,"data","L","H","LVHS"
5,506,16,34.0977786771537,1,"data","L","H","LVHS"
5,506,17,23.7004050482876,0,"data","L","H","LVHS"
5,506,18,34.0977786771537,1,"data","L","H","LVHS"
5,506,19,27.1661962579096,0,"data","L","H","LVHS"
5,506,20,27.1661962579096,1,"data","L","H","LVHS"
5,506,21,27.1661962579096,0,"data","L","H","LVHS"
5,506,22,30.6319874675317,1,"data","L","H","LVHS"
5,506,23,27.1661962579096,0,"data","L","H","LVHS"
5,506,24,27.1661962579096,1,"data","L","H","LVHS"
5,506,25,20.2346138386656,0,"data","L","H","LVHS"
5,506,26,9.83724020979949,1,"data","L","H","LVHS"
5,506,27,9.83724020979949,0,"data","L","H","LVHS"
5,506,28,13.3030314194215,1,"data","L","H","LVHS"
5,506,29,16.7688226290435,0,"data","L","H","LVHS"
5,506,30,23.7004050482876,1,"data","L","H","LVHS"
5,506,31,13.3030314194215,0,"data","L","H","LVHS"
5,506,32,23.7004050482876,1,"data","L","H","LVHS"
5,506,33,23.7004050482876,0,"data","L","H","LVHS"
5,506,34,20.2346138386656,1,"data","L","H","LVHS"
5,506,35,20.2346138386656,0,"data","L","H","LVHS"
5,506,36,20.2346138386656,1,"data","L","H","LVHS"
5,506,37,20.2346138386656,0,"data","L","H","LVHS"
5,506,38,16.7688226290435,1,"data","L","H","LVHS"
5,506,39,16.7688226290435,0,"data","L","H","LVHS"
5,506,40,16.7688226290435,1,"data","L","H","LVHS"
5,506,41,16.7688226290435,0,"data","L","H","LVHS"
5,506,42,20.2346138386656,1,"data","L","H","LVHS"
5,506,43,6.37144900017747,0,"data","L","H","LVHS"
5,506,44,20.2346138386656,1,"data","L","H","LVHS"
5,506,45,13.3030314194215,0,"data","L","H","LVHS"
5,506,46,16.7688226290435,1,"data","L","H","LVHS"
5,506,47,16.7688226290435,0,"data","L","H","LVHS"
5,506,48,16.7688226290435,1,"data","L","H","LVHS"
5,506,49,13.3030314194215,0,"data","L","H","LVHS"
5,506,50,13.3030314194215,1,"data","L","H","LVHS"
5,506,51,41.0293610963977,0,"data","L","H","LVHS"
5,506,52,41.0293610963977,1,"data","L","H","LVHS"
5,506,53,23.7004050482876,0,"data","L","H","LVHS"
5,506,54,44.4951523060198,1,"data","L","H","LVHS"
5,506,55,47.9609435156418,0,"data","L","H","LVHS"
5,506,56,30.6319874675317,1,"data","L","H","LVHS"
5,506,57,37.5635698867757,0,"data","L","H","LVHS"
5,506,58,37.5635698867757,1,"data","L","H","LVHS"
5,506,59,23.7004050482876,0,"data","L","H","LVHS"
5,506,60,44.4951523060198,1,"data","L","H","LVHS"
5,506,61,44.4951523060198,0,"data","L","H","LVHS"
5,506,62,37.5635698867757,1,"data","L","H","LVHS"
5,506,63,34.0977786771537,0,"data","L","H","LVHS"
5,506,64,37.5635698867757,1,"data","L","H","LVHS"
5,506,65,37.5635698867757,0,"data","L","H","LVHS"
5,506,66,44.4951523060198,1,"data","L","H","LVHS"
5,506,67,30.6319874675317,0,"data","L","H","LVHS"
5,506,68,37.5635698867757,1,"data","L","H","LVHS"
5,506,69,41.0293610963977,0,"data","L","H","LVHS"
5,506,70,37.5635698867757,1,"data","L","H","LVHS"
5,506,71,34.0977786771537,0,"data","L","H","LVHS"
5,506,72,34.0977786771537,1,"data","L","H","LVHS"
5,506,73,44.4951523060198,0,"data","L","H","LVHS"
5,506,74,30.6319874675317,1,"data","L","H","LVHS"
5,506,75,41.0293610963977,0,"data","L","H","LVHS"
5,506,76,30.6319874675317,1,"data","L","H","LVHS"
5,506,77,23.7004050482876,0,"data","L","H","LVHS"
5,506,78,13.3030314194215,1,"data","L","H","LVHS"
5,506,79,13.3030314194215,0,"data","L","H","LVHS"
5,506,80,13.3030314194215,1,"data","L","H","LVHS"
6,507,1,16.1993448806031,0,"data","L","H","LVHS"
6,507,2,26.9989081343297,1,"data","L","H","LVHS"
6,507,3,32.3986897611931,0,"data","L","H","LVHS"
6,507,4,43.1982530149197,1,"data","L","H","LVHS"
6,507,5,53.9978162686464,0,"data","L","H","LVHS"
6,507,6,32.3986897611931,1,"data","L","H","LVHS"
6,507,7,26.9989081343297,0,"data","L","H","LVHS"
6,507,8,32.3986897611931,1,"data","L","H","LVHS"
6,507,9,21.5991265074664,0,"data","L","H","LVHS"
6,507,10,53.9978162686464,1,"data","L","H","LVHS"
6,507,11,37.7984713880564,0,"data","L","H","LVHS"
6,507,12,32.3986897611931,1,"data","L","H","LVHS"
6,507,13,37.7984713880564,0,"data","L","H","LVHS"
6,507,14,10.7995632537397,1,"data","L","H","LVHS"
6,507,15,10.7995632537397,0,"data","L","H","LVHS"
6,507,16,26.9989081343297,1,"data","L","H","LVHS"
6,507,17,32.3986897611931,0,"data","L","H","LVHS"
6,507,18,48.5980346417831,1,"data","L","H","LVHS"
6,507,19,10.7995632537397,0,"data","L","H","LVHS"
6,507,20,32.3986897611931,1,"data","L","H","LVHS"
6,507,21,21.5991265074664,0,"data","L","H","LVHS"
6,507,22,26.9989081343297,1,"data","L","H","LVHS"
6,507,23,37.7984713880564,0,"data","L","H","LVHS"
6,507,24,32.3986897611931,1,"data","L","H","LVHS"
6,507,25,32.3986897611931,0,"data","L","H","LVHS"
6,507,26,53.9978162686464,1,"data","L","H","LVHS"
6,507,27,43.1982530149197,0,"data","L","H","LVHS"
6,507,28,59.3975978955097,1,"data","L","H","LVHS"
6,507,29,53.9978162686464,0,"data","L","H","LVHS"
6,507,30,43.1982530149197,1,"data","L","H","LVHS"
6,507,31,53.9978162686464,0,"data","L","H","LVHS"
6,507,32,48.5980346417831,1,"data","L","H","LVHS"
6,507,33,48.5980346417831,0,"data","L","H","LVHS"
6,507,34,53.9978162686464,1,"data","L","H","LVHS"
6,507,35,48.5980346417831,0,"data","L","H","LVHS"
6,507,36,59.3975978955097,1,"data","L","H","LVHS"
6,507,37,37.7984713880564,0,"data","L","H","LVHS"
6,507,38,48.5980346417831,1,"data","L","H","LVHS"
6,507,39,53.9978162686464,0,"data","L","H","LVHS"
6,507,40,48.5980346417831,1,"data","L","H","LVHS"
6,507,41,59.3975978955097,0,"data","L","H","LVHS"
6,507,42,43.1982530149197,1,"data","L","H","LVHS"
6,507,43,53.9978162686464,0,"data","L","H","LVHS"
6,507,44,48.5980346417831,1,"data","L","H","LVHS"
6,507,45,37.7984713880564,0,"data","L","H","LVHS"
6,507,46,48.5980346417831,1,"data","L","H","LVHS"
6,507,47,48.5980346417831,0,"data","L","H","LVHS"
6,507,48,32.3986897611931,1,"data","L","H","LVHS"
6,507,49,37.7984713880564,0,"data","L","H","LVHS"
6,507,50,48.5980346417831,1,"data","L","H","LVHS"
6,507,51,1.30724501366657e-11,0,"data","L","H","LVHS"
6,507,52,26.9989081343297,1,"data","L","H","LVHS"
6,507,53,5.3997816268764,0,"data","L","H","LVHS"
6,507,54,21.5991265074664,1,"data","L","H","LVHS"
6,507,55,10.7995632537397,0,"data","L","H","LVHS"
6,507,56,5.3997816268764,1,"data","L","H","LVHS"
6,507,57,16.1993448806031,0,"data","L","H","LVHS"
6,507,58,16.1993448806031,1,"data","L","H","LVHS"
6,507,59,5.3997816268764,0,"data","L","H","LVHS"
6,507,60,16.1993448806031,1,"data","L","H","LVHS"
6,507,61,16.1993448806031,0,"data","L","H","LVHS"
6,507,62,10.7995632537397,1,"data","L","H","LVHS"
6,507,63,26.9989081343297,0,"data","L","H","LVHS"
6,507,64,26.9989081343297,1,"data","L","H","LVHS"
6,507,65,10.7995632537397,0,"data","L","H","LVHS"
6,507,66,16.1993448806031,1,"data","L","H","LVHS"
6,507,67,26.9989081343297,0,"data","L","H","LVHS"
6,507,68,16.1993448806031,1,"data","L","H","LVHS"
6,507,69,37.7984713880564,0,"data","L","H","LVHS"
6,507,70,16.1993448806031,1,"data","L","H","LVHS"
6,507,71,10.7995632537397,0,"data","L","H","LVHS"
6,507,72,16.1993448806031,1,"data","L","H","LVHS"
6,507,73,5.3997816268764,0,"data","L","H","LVHS"
6,507,74,10.7995632537397,1,"data","L","H","LVHS"
6,507,75,26.9989081343297,0,"data","L","H","LVHS"
6,507,76,48.5980346417831,1,"data","L","H","LVHS"
6,507,77,53.9978162686464,0,"data","L","H","LVHS"
6,507,78,53.9978162686464,1,"data","L","H","LVHS"
6,507,79,43.1982530149197,0,"data","L","H","LVHS"
6,507,80,43.1982530149197,1,"data","L","H","LVHS"
7,601,1,19.2607443164123,1,"data","L","H","LVHS"
7,601,2,15.3585331672376,1,"data","L","H","LVHS"
7,601,3,19.2607443164123,1,"data","L","H","LVHS"
7,601,4,11.4563220180629,1,"data","L","H","LVHS"
7,601,5,27.0651666147618,0,"data","L","H","LVHS"
7,601,6,19.2607443164123,0,"data","L","H","LVHS"
7,601,7,15.3585331672376,0,"data","L","H","LVHS"
7,601,8,19.2607443164123,0,"data","L","H","LVHS"
7,601,9,27.0651666147618,1,"data","L","H","LVHS"
7,601,10,19.2607443164123,1,"data","L","H","LVHS"
7,601,11,27.0651666147618,1,"data","L","H","LVHS"
7,601,12,15.3585331672376,1,"data","L","H","LVHS"
7,601,13,19.2607443164123,1,"data","L","H","LVHS"
7,601,14,30.9673777639365,1,"data","L","H","LVHS"
7,601,15,11.4563220180629,1,"data","L","H","LVHS"
7,601,16,11.4563220180629,0,"data","L","H","LVHS"
7,601,17,11.4563220180629,0,"data","L","H","LVHS"
7,601,18,23.162955465587,0,"data","L","H","LVHS"
7,601,19,11.4563220180629,0,"data","L","H","LVHS"
7,601,20,15.3585331672376,1,"data","L","H","LVHS"
7,601,21,23.162955465587,1,"data","L","H","LVHS"
7,601,22,30.9673777639365,1,"data","L","H","LVHS"
7,601,23,23.162955465587,0,"data","L","H","LVHS"
7,601,24,19.2607443164123,1,"data","L","H","LVHS"
7,601,25,23.162955465587,1,"data","L","H","LVHS"
7,601,26,46.5762223606353,0,"data","L","H","LVHS"
7,601,27,46.5762223606353,0,"data","L","H","LVHS"
7,601,28,46.5762223606353,0,"data","L","H","LVHS"
7,601,29,50.47843350981,0,"data","L","H","LVHS"
7,601,30,38.7718000622859,0,"data","L","H","LVHS"
7,601,31,50.47843350981,1,"data","L","H","LVHS"
7,601,32,38.7718000622859,1,"data","L","H","LVHS"
7,601,33,46.5762223606353,0,"data","L","H","LVHS"
7,601,34,34.8695889131112,1,"data","L","H","LVHS"
7,601,35,38.7718000622859,0,"data","L","H","LVHS"
7,601,36,50.47843350981,0,"data","L","H","LVHS"
7,601,37,38.7718000622859,1,"data","L","H","LVHS"
7,601,38,42.6740112114606,0,"data","L","H","LVHS"
7,601,39,46.5762223606353,0,"data","L","H","LVHS"
7,601,40,42.6740112114606,1,"data","L","H","LVHS"
7,601,41,38.7718000622859,1,"data","L","H","LVHS"
7,601,42,34.8695889131112,1,"data","L","H","LVHS"
7,601,43,30.9673777639365,0,"data","L","H","LVHS"
7,601,44,38.7718000622859,0,"data","L","H","LVHS"
7,601,45,38.7718000622859,1,"data","L","H","LVHS"
7,601,46,42.6740112114606,1,"data","L","H","LVHS"
7,601,47,42.6740112114606,0,"data","L","H","LVHS"
7,601,48,54.3806446589847,0,"data","L","H","LVHS"
7,601,49,54.3806446589847,1,"data","L","H","LVHS"
7,601,50,23.162955465587,1,"data","L","H","LVHS"
7,601,51,19.2607443164123,1,"data","L","H","LVHS"
7,601,52,30.9673777639365,1,"data","L","H","LVHS"
7,601,53,34.8695889131112,0,"data","L","H","LVHS"
7,601,54,30.9673777639365,1,"data","L","H","LVHS"
7,601,55,30.9673777639365,0,"data","L","H","LVHS"
7,601,56,34.8695889131112,1,"data","L","H","LVHS"
7,601,57,23.162955465587,0,"data","L","H","LVHS"
7,601,58,38.7718000622859,1,"data","L","H","LVHS"
7,601,59,34.8695889131112,0,"data","L","H","LVHS"
7,601,60,27.0651666147618,0,"data","L","H","LVHS"
7,601,61,42.6740112114606,0,"data","L","H","LVHS"
7,601,62,27.0651666147618,1,"data","L","H","LVHS"
7,601,63,38.7718000622859,1,"data","L","H","LVHS"
7,601,64,30.9673777639365,0,"data","L","H","LVHS"
7,601,65,30.9673777639365,0,"data","L","H","LVHS"
7,601,66,23.162955465587,0,"data","L","H","LVHS"
7,601,67,23.162955465587,1,"data","L","H","LVHS"
7,601,68,34.8695889131112,0,"data","L","H","LVHS"
7,601,69,23.162955465587,1,"data","L","H","LVHS"
7,601,70,30.9673777639365,1,"data","L","H","LVHS"
7,601,71,23.162955465587,0,"data","L","H","LVHS"
7,601,72,34.8695889131112,0,"data","L","H","LVHS"
7,601,73,38.7718000622859,0,"data","L","H","LVHS"
7,601,74,54.3806446589847,0,"data","L","H","LVHS"
7,601,75,42.6740112114606,1,"data","L","H","LVHS"
7,601,76,50.47843350981,1,"data","L","H","LVHS"
7,601,77,46.5762223606353,0,"data","L","H","LVHS"
7,601,78,50.47843350981,1,"data","L","H","LVHS"
7,601,79,54.3806446589847,0,"data","L","H","LVHS"
7,601,80,42.6740112114606,0,"data","L","H","LVHS"
8,603,1,37.5290775632375,1,"data","L","H","LVHS"
8,603,2,32.8299097719644,1,"data","L","H","LVHS"
8,603,3,37.5290775632375,1,"data","L","H","LVHS"
8,603,4,28.1307419806914,1,"data","L","H","LVHS"
8,603,5,46.9274131457836,0,"data","L","H","LVHS"
8,603,6,37.5290775632375,0,"data","L","H","LVHS"
8,603,7,32.8299097719644,0,"data","L","H","LVHS"
8,603,8,37.5290775632375,0,"data","L","H","LVHS"
8,603,9,46.9274131457836,1,"data","L","H","LVHS"
8,603,10,37.5290775632375,1,"data","L","H","LVHS"
8,603,11,46.9274131457836,1,"data","L","H","LVHS"
8,603,12,32.8299097719644,1,"data","L","H","LVHS"
8,603,13,37.5290775632375,1,"data","L","H","LVHS"
8,603,14,51.6265809370566,1,"data","L","H","LVHS"
8,603,15,28.1307419806914,1,"data","L","H","LVHS"
8,603,16,28.1307419806914,0,"data","L","H","LVHS"
8,603,17,28.1307419806914,0,"data","L","H","LVHS"
8,603,18,42.2282453545105,0,"data","L","H","LVHS"
8,603,19,28.1307419806914,0,"data","L","H","LVHS"
8,603,20,32.8299097719644,1,"data","L","H","LVHS"
8,603,21,42.2282453545105,1,"data","L","H","LVHS"
8,603,22,51.6265809370566,1,"data","L","H","LVHS"
8,603,23,42.2282453545105,0,"data","L","H","LVHS"
8,603,24,37.5290775632375,1,"data","L","H","LVHS"
8,603,25,42.2282453545105,1,"data","L","H","LVHS"
8,603,26,70.4232521021489,0,"data","L","H","LVHS"
8,603,27,70.4232521021489,0,"data","L","H","LVHS"
8,603,28,70.4232521021489,0,"data","L","H","LVHS"
8,603,29,75.1224198934219,0,"data","L","H","LVHS"
8,603,30,61.0249165196028,0,"data","L","H","LVHS"
8,603,31,75.1224198934219,1,"data","L","H","LVHS"
8,603,32,61.0249165196028,1,"data","L","H","LVHS"
8,603,33,70.4232521021489,0,"data","L","H","LVHS"
8,603,34,56.3257487283297,1,"data","L","H","LVHS"
8,603,35,61.0249165196028,0,"data","L","H","LVHS"
8,603,36,75.1224198934219,0,"data","L","H","LVHS"
8,603,37,61.0249165196028,1,"data","L","H","LVHS"
8,603,38,65.7240843108758,0,"data","L","H","LVHS"
8,603,39,70.4232521021489,0,"data","L","H","LVHS"
8,603,40,65.7240843108758,1,"data","L","H","LVHS"
8,603,41,61.0249165196028,1,"data","L","H","LVHS"
8,603,42,56.3257487283297,1,"data","L","H","LVHS"
8,603,43,51.6265809370566,0,"data","L","H","LVHS"
8,603,44,61.0249165196028,0,"data","L","H","LVHS"
8,603,45,61.0249165196028,1,"data","L","H","LVHS"
8,603,46,65.7240843108758,1,"data","L","H","LVHS"
8,603,47,65.7240843108758,0,"data","L","H","LVHS"
8,603,48,79.821587684695,0,"data","L","H","LVHS"
8,603,49,79.821587684695,1,"data","L","H","LVHS"
8,603,50,42.2282453545105,1,"data","L","H","LVHS"
8,603,51,37.5290775632375,1,"data","L","H","LVHS"
8,603,52,51.6265809370566,1,"data","L","H","LVHS"
8,603,53,56.3257487283297,0,"data","L","H","LVHS"
8,603,54,51.6265809370566,1,"data","L","H","LVHS"
8,603,55,51.6265809370566,0,"data","L","H","LVHS"
8,603,56,56.3257487283297,1,"data","L","H","LVHS"
8,603,57,42.2282453545105,0,"data","L","H","LVHS"
8,603,58,61.0249165196028,1,"data","L","H","LVHS"
8,603,59,56.3257487283297,0,"data","L","H","LVHS"
8,603,60,46.9274131457836,0,"data","L","H","LVHS"
8,603,61,65.7240843108758,0,"data","L","H","LVHS"
8,603,62,46.9274131457836,1,"data","L","H","LVHS"
8,603,63,61.0249165196028,1,"data","L","H","LVHS"
8,603,64,51.6265809370566,0,"data","L","H","LVHS"
8,603,65,51.6265809370566,0,"data","L","H","LVHS"
8,603,66,42.2282453545105,0,"data","L","H","LVHS"
8,603,67,42.2282453545105,1,"data","L","H","LVHS"
8,603,68,56.3257487283297,0,"data","L","H","LVHS"
8,603,69,42.2282453545105,1,"data","L","H","LVHS"
8,603,70,51.6265809370566,1,"data","L","H","LVHS"
8,603,71,42.2282453545105,0,"data","L","H","LVHS"
8,603,72,56.3257487283297,0,"data","L","H","LVHS"
8,603,73,61.0249165196028,0,"data","L","H","LVHS"
8,603,74,79.821587684695,0,"data","L","H","LVHS"
8,603,75,65.7240843108758,1,"data","L","H","LVHS"
8,603,76,75.1224198934219,1,"data","L","H","LVHS"
8,603,77,70.4232521021489,0,"data","L","H","LVHS"
8,603,78,75.1224198934219,1,"data","L","H","LVHS"
8,603,79,79.821587684695,0,"data","L","H","LVHS"
8,603,80,65.7240843108758,0,"data","L","H","LVHS"
9,604,1,16.0294365721997,1,"data","L","H","LVHS"
9,604,2,11.5159153430915,1,"data","L","H","LVHS"
9,604,3,16.0294365721997,1,"data","L","H","LVHS"
9,604,4,7.00239411398318,1,"data","L","H","LVHS"
9,604,5,25.0564790304163,0,"data","L","H","LVHS"
9,604,6,16.0294365721997,0,"data","L","H","LVHS"
9,604,7,11.5159153430915,0,"data","L","H","LVHS"
9,604,8,16.0294365721997,0,"data","L","H","LVHS"
9,604,9,25.0564790304163,1,"data","L","H","LVHS"
9,604,10,16.0294365721997,1,"data","L","H","LVHS"
9,604,11,25.0564790304163,1,"data","L","H","LVHS"
9,604,12,11.5159153430915,1,"data","L","H","LVHS"
9,604,13,16.0294365721997,1,"data","L","H","LVHS"
9,604,14,29.5700002595246,1,"data","L","H","LVHS"
9,604,15,7.00239411398318,1,"data","L","H","LVHS"
9,604,16,7.00239411398318,0,"data","L","H","LVHS"
9,604,17,7.00239411398318,0,"data","L","H","LVHS"
9,604,18,20.542957801308,0,"data","L","H","LVHS"
9,604,19,7.00239411398318,0,"data","L","H","LVHS"
9,604,20,11.5159153430915,1,"data","L","H","LVHS"
9,604,21,20.542957801308,1,"data","L","H","LVHS"
9,604,22,29.5700002595246,1,"data","L","H","LVHS"
9,604,23,20.542957801308,0,"data","L","H","LVHS"
9,604,24,16.0294365721997,1,"data","L","H","LVHS"
9,604,25,20.542957801308,1,"data","L","H","LVHS"
9,604,26,47.6240851759577,0,"data","L","H","LVHS"
9,604,27,47.6240851759577,0,"data","L","H","LVHS"
9,604,28,47.6240851759577,0,"data","L","H","LVHS"
9,604,29,52.1376064050659,0,"data","L","H","LVHS"
9,604,30,38.5970427177411,0,"data","L","H","LVHS"
9,604,31,52.1376064050659,1,"data","L","H","LVHS"
9,604,32,38.5970427177411,1,"data","L","H","LVHS"
9,604,33,47.6240851759577,0,"data","L","H","LVHS"
9,604,34,34.0835214886328,1,"data","L","H","LVHS"
9,604,35,38.5970427177411,0,"data","L","H","LVHS"
9,604,36,52.1376064050659,0,"data","L","H","LVHS"
9,604,37,38.5970427177411,1,"data","L","H","LVHS"
9,604,38,43.1105639468494,0,"data","L","H","LVHS"
9,604,39,47.6240851759577,0,"data","L","H","LVHS"
9,604,40,43.1105639468494,1,"data","L","H","LVHS"
9,604,41,38.5970427177411,1,"data","L","H","LVHS"
9,604,42,34.0835214886328,1,"data","L","H","LVHS"
9,604,43,29.5700002595246,0,"data","L","H","LVHS"
9,604,44,38.5970427177411,0,"data","L","H","LVHS"
9,604,45,38.5970427177411,1,"data","L","H","LVHS"
9,604,46,43.1105639468494,1,"data","L","H","LVHS"
9,604,47,43.1105639468494,0,"data","L","H","LVHS"
9,604,48,56.6511276341742,0,"data","L","H","LVHS"
9,604,49,56.6511276341742,1,"data","L","H","LVHS"
9,604,50,20.542957801308,1,"data","L","H","LVHS"
9,604,51,16.0294365721997,1,"data","L","H","LVHS"
9,604,52,29.5700002595246,1,"data","L","H","LVHS"
9,604,53,34.0835214886328,0,"data","L","H","LVHS"
9,604,54,29.5700002595246,1,"data","L","H","LVHS"
9,604,55,29.5700002595246,0,"data","L","H","LVHS"
9,604,56,34.0835214886328,1,"data","L","H","LVHS"
9,604,57,20.542957801308,0,"data","L","H","LVHS"
9,604,58,38.5970427177411,1,"data","L","H","LVHS"
9,604,59,34.0835214886328,0,"data","L","H","LVHS"
9,604,60,25.0564790304163,0,"data","L","H","LVHS"
9,604,61,43.1105639468494,0,"data","L","H","LVHS"
9,604,62,25.0564790304163,1,"data","L","H","LVHS"
9,604,63,38.5970427177411,1,"data","L","H","LVHS"
9,604,64,29.5700002595246,0,"data","L","H","LVHS"
9,604,65,29.5700002595246,0,"data","L","H","LVHS"
9,604,66,20.542957801308,0,"data","L","H","LVHS"
9,604,67,20.542957801308,1,"data","L","H","LVHS"
9,604,68,34.0835214886328,0,"data","L","H","LVHS"
9,604,69,20.542957801308,1,"data","L","H","LVHS"
9,604,70,29.5700002595246,1,"data","L","H","LVHS"
9,604,71,20.542957801308,0,"data","L","H","LVHS"
9,604,72,34.0835214886328,0,"data","L","H","LVHS"
9,604,73,38.5970427177411,0,"data","L","H","LVHS"
9,604,74,56.6511276341742,0,"data","L","H","LVHS"
9,604,75,43.1105639468494,1,"data","L","H","LVHS"
9,604,76,52.1376064050659,1,"data","L","H","LVHS"
9,604,77,47.6240851759577,0,"data","L","H","LVHS"
9,604,78,52.1376064050659,1,"data","L","H","LVHS"
9,604,79,56.6511276341742,0,"data","L","H","LVHS"
9,604,80,43.1105639468494,0,"data","L","H","LVHS"
10,605,1,20.4131738987508,1,"data","L","H","LVHS"
10,605,2,15.0984138724523,1,"data","L","H","LVHS"
10,605,3,20.4131738987508,1,"data","L","H","LVHS"
10,605,4,9.78365384615385,1,"data","L","H","LVHS"
10,605,5,31.0426939513478,0,"data","L","H","LVHS"
10,605,6,20.4131738987508,0,"data","L","H","LVHS"
10,605,7,15.0984138724523,0,"data","L","H","LVHS"
10,605,8,20.4131738987508,0,"data","L","H","LVHS"
10,605,9,31.0426939513478,1,"data","L","H","LVHS"
10,605,10,20.4131738987508,1,"data","L","H","LVHS"
10,605,11,31.0426939513478,1,"data","L","H","LVHS"
10,605,12,15.0984138724523,1,"data","L","H","LVHS"
10,605,13,20.4131738987508,1,"data","L","H","LVHS"
10,605,14,36.3574539776463,1,"data","L","H","LVHS"
10,605,15,9.78365384615385,1,"data","L","H","LVHS"
10,605,16,9.78365384615385,0,"data","L","H","LVHS"
10,605,17,9.78365384615385,0,"data","L","H","LVHS"
10,605,18,25.7279339250493,0,"data","L","H","LVHS"
10,605,19,9.78365384615385,0,"data","L","H","LVHS"
10,605,20,15.0984138724523,1,"data","L","H","LVHS"
10,605,21,25.7279339250493,1,"data","L","H","LVHS"
10,605,22,36.3574539776463,1,"data","L","H","LVHS"
10,605,23,25.7279339250493,0,"data","L","H","LVHS"
10,605,24,20.4131738987508,1,"data","L","H","LVHS"
10,605,25,25.7279339250493,1,"data","L","H","LVHS"
10,605,26,57.6164940828402,0,"data","L","H","LVHS"
10,605,27,57.6164940828402,0,"data","L","H","LVHS"
10,605,28,57.6164940828402,0,"data","L","H","LVHS"
10,605,29,62.9312541091387,0,"data","L","H","LVHS"
10,605,30,46.9869740302433,0,"data","L","H","LVHS"
10,605,31,62.9312541091387,1,"data","L","H","LVHS"
10,605,32,46.9869740302433,1,"data","L","H","LVHS"
10,605,33,57.6164940828402,0,"data","L","H","LVHS"
10,605,34,41.6722140039448,1,"data","L","H","LVHS"
10,605,35,46.9869740302433,0,"data","L","H","LVHS"
10,605,36,62.9312541091387,0,"data","L","H","LVHS"
10,605,37,46.9869740302433,1,"data","L","H","LVHS"
10,605,38,52.3017340565417,0,"data","L","H","LVHS"
10,605,39,57.6164940828402,0,"data","L","H","LVHS"
10,605,40,52.3017340565417,1,"data","L","H","LVHS"
